,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
423,frozenset({'The Mentalist'}),frozenset({'Demon Slayer'}),0.42857142857142855,0.47619047619047616,0.21428571428571427,0.5,1.05,0.010204081632653073,1.0476190476190477,0.08333333333333344
424,frozenset({'The Blacklist'}),frozenset({'Dr. House'}),0.6428571428571429,0.30952380952380953,0.21428571428571427,0.3333333333333333,1.0769230769230769,0.015306122448979553,1.0357142857142856,0.19999999999999954
425,frozenset({'Dr. House'}),frozenset({'The Blacklist'}),0.30952380952380953,0.6428571428571429,0.21428571428571427,0.6923076923076923,1.0769230769230769,0.015306122448979553,1.1607142857142856,0.1034482758620687
426,frozenset({'Family Guy'}),frozenset({'Hanna'}),0.4523809523809524,0.38095238095238093,0.21428571428571427,0.47368421052631576,1.243421052631579,0.04195011337868482,1.176190476190476,0.3574879227053141
428,frozenset({'The Blacklist'}),frozenset({'Hanna'}),0.6428571428571429,0.38095238095238093,0.21428571428571427,0.3333333333333333,0.875,-0.03061224489795919,0.9285714285714285,-0.28571428571428575
438,frozenset({'Atypical'}),frozenset({'Hanna'}),0.5714285714285714,0.38095238095238093,0.21428571428571427,0.375,0.984375,-0.003401360544217663,0.9904761904761905,-0.03571428571428546
429,frozenset({'Hanna'}),frozenset({'The Blacklist'}),0.38095238095238093,0.6428571428571429,0.21428571428571427,0.5625,0.8749999999999999,-0.03061224489795919,0.8163265306122448,-0.18750000000000003
430,"frozenset({'Atypical', '12 Monkeys'})",frozenset({'Family Guy'}),0.2857142857142857,0.4523809523809524,0.21428571428571427,0.75,1.6578947368421053,0.08503401360544216,2.1904761904761907,0.5555555555555555
431,"frozenset({'Atypical', 'Family Guy'})",frozenset({'12 Monkeys'}),0.38095238095238093,0.35714285714285715,0.21428571428571427,0.5625,1.575,0.0782312925170068,1.4693877551020407,0.5897435897435898
432,"frozenset({'12 Monkeys', 'Family Guy'})",frozenset({'Atypical'}),0.23809523809523808,0.5714285714285714,0.21428571428571427,0.9,1.5750000000000002,0.0782312925170068,4.285714285714287,0.47916666666666674
433,frozenset({'Atypical'}),"frozenset({'12 Monkeys', 'Family Guy'})",0.5714285714285714,0.23809523809523808,0.21428571428571427,0.375,1.5750000000000002,0.0782312925170068,1.219047619047619,0.8518518518518519
434,frozenset({'12 Monkeys'}),"frozenset({'Atypical', 'Family Guy'})",0.35714285714285715,0.38095238095238093,0.21428571428571427,0.6,1.575,0.0782312925170068,1.5476190476190477,0.5679012345679013
435,frozenset({'Family Guy'}),"frozenset({'Atypical', '12 Monkeys'})",0.4523809523809524,0.2857142857142857,0.21428571428571427,0.47368421052631576,1.6578947368421053,0.08503401360544216,1.357142857142857,0.7246376811594201
436,frozenset({'The Blacklist'}),frozenset({'Jack Ryan'}),0.6428571428571429,0.2857142857142857,0.21428571428571427,0.3333333333333333,1.1666666666666667,0.030612244897959162,1.0714285714285714,0.3999999999999998
437,frozenset({'Jack Ryan'}),frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.21428571428571427,0.75,1.1666666666666665,0.030612244897959162,1.4285714285714284,0.19999999999999984
368,"frozenset({'Demon Slayer', 'Atypical'})",frozenset({'The Blacklist'}),0.2619047619047619,0.6428571428571429,0.21428571428571427,0.8181818181818181,1.2727272727272725,0.04591836734693874,1.9642857142857133,0.2903225806451611
336,"frozenset({'The Blacklist', 'Ozark'})",frozenset({'Demon Slayer'}),0.5,0.47619047619047616,0.21428571428571427,0.42857142857142855,0.9,-0.023809523809523808,0.9166666666666667,-0.18181818181818185
366,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'Demon Slayer'}),0.42857142857142855,0.47619047619047616,0.21428571428571427,0.5,1.05,0.010204081632653073,1.0476190476190477,0.08333333333333344
316,frozenset({'Ozark'}),"frozenset({'Atypical', 'Family Guy', 'Berlin Station'})",0.7380952380952381,0.23809523809523808,0.21428571428571427,0.29032258064516125,1.2193548387096773,0.0385487528344671,1.0735930735930734,0.6868686868686866
294,"frozenset({'The Blacklist', 'Atypical'})","frozenset({'Family Guy', 'Berlin Station'})",0.42857142857142855,0.2619047619047619,0.21428571428571427,0.5,1.909090909090909,0.1020408163265306,1.4761904761904763,0.8333333333333334
295,"frozenset({'The Blacklist', 'Family Guy'})","frozenset({'Atypical', 'Berlin Station'})",0.3333333333333333,0.2857142857142857,0.21428571428571427,0.6428571428571429,2.2500000000000004,0.11904761904761904,2.0000000000000004,0.8333333333333331
296,"frozenset({'The Blacklist', 'Berlin Station'})","frozenset({'Atypical', 'Family Guy'})",0.2857142857142857,0.38095238095238093,0.21428571428571427,0.75,1.96875,0.1054421768707483,2.4761904761904763,0.6888888888888889
297,"frozenset({'Atypical', 'Family Guy'})","frozenset({'The Blacklist', 'Berlin Station'})",0.38095238095238093,0.2857142857142857,0.21428571428571427,0.5625,1.96875,0.1054421768707483,1.6326530612244898,0.7948717948717948
298,"frozenset({'Atypical', 'Berlin Station'})","frozenset({'The Blacklist', 'Family Guy'})",0.2857142857142857,0.3333333333333333,0.21428571428571427,0.75,2.25,0.11904761904761904,2.666666666666667,0.7777777777777777
299,"frozenset({'Family Guy', 'Berlin Station'})","frozenset({'The Blacklist', 'Atypical'})",0.2619047619047619,0.42857142857142855,0.21428571428571427,0.8181818181818181,1.909090909090909,0.1020408163265306,3.1428571428571415,0.6451612903225805
300,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'Family Guy', 'Berlin Station'})",0.6428571428571429,0.23809523809523808,0.21428571428571427,0.3333333333333333,1.4,0.06122448979591835,1.1428571428571426,0.7999999999999999
301,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Family Guy', 'Berlin Station'})",0.5714285714285714,0.21428571428571427,0.21428571428571427,0.375,1.75,0.09183673469387756,1.2571428571428571,1.0
302,frozenset({'Family Guy'}),"frozenset({'The Blacklist', 'Atypical', 'Berlin Station'})",0.4523809523809524,0.23809523809523808,0.21428571428571427,0.47368421052631576,1.9894736842105263,0.10657596371882086,1.4476190476190474,0.9082125603864734
303,frozenset({'Berlin Station'}),"frozenset({'The Blacklist', 'Atypical', 'Family Guy'})",0.4523809523809524,0.30952380952380953,0.21428571428571427,0.47368421052631576,1.5303643724696354,0.07426303854875282,1.3119047619047617,0.6328502415458936
304,"frozenset({'Atypical', 'Family Guy', 'Ozark'})",frozenset({'Berlin Station'}),0.30952380952380953,0.4523809523809524,0.21428571428571427,0.6923076923076923,1.5303643724696356,0.07426303854875282,1.7797619047619049,0.5019157088122604
305,"frozenset({'Atypical', 'Family Guy', 'Berlin Station'})",frozenset({'Ozark'}),0.23809523809523808,0.7380952380952381,0.21428571428571427,0.9,1.2193548387096773,0.0385487528344671,2.619047619047619,0.236111111111111
306,"frozenset({'Atypical', 'Ozark', 'Berlin Station'})",frozenset({'Family Guy'}),0.23809523809523808,0.4523809523809524,0.21428571428571427,0.9,1.9894736842105263,0.10657596371882086,5.476190476190478,0.6527777777777778
307,"frozenset({'Family Guy', 'Ozark', 'Berlin Station'})",frozenset({'Atypical'}),0.23809523809523808,0.5714285714285714,0.21428571428571427,0.9,1.5750000000000002,0.0782312925170068,4.285714285714287,0.47916666666666674
308,"frozenset({'Atypical', 'Family Guy'})","frozenset({'Ozark', 'Berlin Station'})",0.38095238095238093,0.35714285714285715,0.21428571428571427,0.5625,1.575,0.0782312925170068,1.4693877551020407,0.5897435897435898
309,"frozenset({'Atypical', 'Ozark'})","frozenset({'Family Guy', 'Berlin Station'})",0.4523809523809524,0.2619047619047619,0.21428571428571427,0.47368421052631576,1.8086124401913874,0.0958049886621315,1.4023809523809523,0.8164251207729466
310,"frozenset({'Atypical', 'Berlin Station'})","frozenset({'Family Guy', 'Ozark'})",0.2857142857142857,0.38095238095238093,0.21428571428571427,0.75,1.96875,0.1054421768707483,2.4761904761904763,0.6888888888888889
311,"frozenset({'Family Guy', 'Ozark'})","frozenset({'Atypical', 'Berlin Station'})",0.38095238095238093,0.2857142857142857,0.21428571428571427,0.5625,1.96875,0.1054421768707483,1.6326530612244898,0.7948717948717948
312,"frozenset({'Family Guy', 'Berlin Station'})","frozenset({'Atypical', 'Ozark'})",0.2619047619047619,0.4523809523809524,0.21428571428571427,0.8181818181818181,1.8086124401913874,0.0958049886621315,3.011904761904761,0.6057347670250894
313,"frozenset({'Ozark', 'Berlin Station'})","frozenset({'Atypical', 'Family Guy'})",0.35714285714285715,0.38095238095238093,0.21428571428571427,0.6,1.575,0.0782312925170068,1.5476190476190477,0.5679012345679013
314,frozenset({'Atypical'}),"frozenset({'Family Guy', 'Ozark', 'Berlin Station'})",0.5714285714285714,0.23809523809523808,0.21428571428571427,0.375,1.5750000000000002,0.0782312925170068,1.219047619047619,0.8518518518518519
293,"frozenset({'Atypical', 'Family Guy', 'Berlin Station'})",frozenset({'The Blacklist'}),0.23809523809523808,0.6428571428571429,0.21428571428571427,0.9,1.4,0.06122448979591835,3.5714285714285716,0.37499999999999994
292,"frozenset({'The Blacklist', 'Family Guy', 'Berlin Station'})",frozenset({'Atypical'}),0.21428571428571427,0.5714285714285714,0.21428571428571427,1.0,1.75,0.09183673469387756,inf,0.5454545454545455
291,"frozenset({'The Blacklist', 'Atypical', 'Berlin Station'})",frozenset({'Family Guy'}),0.23809523809523808,0.4523809523809524,0.21428571428571427,0.9,1.9894736842105263,0.10657596371882086,5.476190476190478,0.6527777777777778
279,frozenset({'Mr. Robot'}),"frozenset({'Atypical', 'Family Guy'})",0.5,0.38095238095238093,0.21428571428571427,0.42857142857142855,1.125,0.023809523809523808,1.0833333333333335,0.2222222222222222
270,"frozenset({'Atypical', 'Jack Ryan'})",frozenset({'Ozark'}),0.23809523809523808,0.7380952380952381,0.21428571428571427,0.9,1.2193548387096773,0.0385487528344671,2.619047619047619,0.236111111111111
271,"frozenset({'Atypical', 'Ozark'})",frozenset({'Jack Ryan'}),0.4523809523809524,0.2857142857142857,0.21428571428571427,0.47368421052631576,1.6578947368421053,0.08503401360544216,1.357142857142857,0.7246376811594201
272,"frozenset({'Jack Ryan', 'Ozark'})",frozenset({'Atypical'}),0.23809523809523808,0.5714285714285714,0.21428571428571427,0.9,1.5750000000000002,0.0782312925170068,4.285714285714287,0.47916666666666674
273,frozenset({'Atypical'}),"frozenset({'Jack Ryan', 'Ozark'})",0.5714285714285714,0.23809523809523808,0.21428571428571427,0.375,1.5750000000000002,0.0782312925170068,1.219047619047619,0.8518518518518519
274,frozenset({'Jack Ryan'}),"frozenset({'Atypical', 'Ozark'})",0.2857142857142857,0.4523809523809524,0.21428571428571427,0.75,1.6578947368421053,0.08503401360544216,2.1904761904761907,0.5555555555555555
275,frozenset({'Ozark'}),"frozenset({'Atypical', 'Jack Ryan'})",0.7380952380952381,0.23809523809523808,0.21428571428571427,0.29032258064516125,1.2193548387096773,0.0385487528344671,1.0735930735930734,0.6868686868686866
276,"frozenset({'Mr. Robot', 'Atypical'})",frozenset({'Family Guy'}),0.30952380952380953,0.4523809523809524,0.21428571428571427,0.6923076923076923,1.5303643724696356,0.07426303854875282,1.7797619047619049,0.5019157088122604
277,"frozenset({'Mr. Robot', 'Family Guy'})",frozenset({'Atypical'}),0.2619047619047619,0.5714285714285714,0.21428571428571427,0.8181818181818181,1.4318181818181819,0.06462585034013604,2.3571428571428563,0.4086021505376343
278,"frozenset({'Atypical', 'Family Guy'})",frozenset({'Mr. Robot'}),0.38095238095238093,0.5,0.21428571428571427,0.5625,1.125,0.023809523809523808,1.1428571428571428,0.17948717948717946
280,frozenset({'Atypical'}),"frozenset({'Mr. Robot', 'Family Guy'})",0.5714285714285714,0.2619047619047619,0.21428571428571427,0.375,1.4318181818181817,0.06462585034013604,1.180952380952381,0.7037037037037035
290,"frozenset({'The Blacklist', 'Atypical', 'Family Guy'})",frozenset({'Berlin Station'}),0.30952380952380953,0.4523809523809524,0.21428571428571427,0.6923076923076923,1.5303643724696356,0.07426303854875282,1.7797619047619049,0.5019157088122604
281,frozenset({'Family Guy'}),"frozenset({'Mr. Robot', 'Atypical'})",0.4523809523809524,0.30952380952380953,0.21428571428571427,0.47368421052631576,1.5303643724696354,0.07426303854875282,1.3119047619047617,0.6328502415458936
282,frozenset({'Berlin Station'}),frozenset({'Two and a half men'}),0.4523809523809524,0.3333333333333333,0.21428571428571427,0.47368421052631576,1.4210526315789473,0.06349206349206349,1.2666666666666666,0.5410628019323671
283,frozenset({'Two and a half men'}),frozenset({'Berlin Station'}),0.3333333333333333,0.4523809523809524,0.21428571428571427,0.6428571428571429,1.4210526315789476,0.06349206349206349,1.5333333333333337,0.44444444444444436
284,"frozenset({'Atypical', 'Ozark'})",frozenset({'Stranger Things'}),0.4523809523809524,0.38095238095238093,0.21428571428571427,0.47368421052631576,1.243421052631579,0.04195011337868482,1.176190476190476,0.3574879227053141
285,"frozenset({'Atypical', 'Stranger Things'})",frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.21428571428571427,0.75,1.0161290322580645,0.003401360544217663,1.0476190476190474,0.022222222222222063
286,"frozenset({'Ozark', 'Stranger Things'})",frozenset({'Atypical'}),0.2619047619047619,0.5714285714285714,0.21428571428571427,0.8181818181818181,1.4318181818181819,0.06462585034013604,2.3571428571428563,0.4086021505376343
287,frozenset({'Atypical'}),"frozenset({'Ozark', 'Stranger Things'})",0.5714285714285714,0.2619047619047619,0.21428571428571427,0.375,1.4318181818181817,0.06462585034013604,1.180952380952381,0.7037037037037035
288,frozenset({'Ozark'}),"frozenset({'Atypical', 'Stranger Things'})",0.7380952380952381,0.2857142857142857,0.21428571428571427,0.29032258064516125,1.0161290322580645,0.003401360544217663,1.0064935064935066,0.06060606060606019
289,frozenset({'Stranger Things'}),"frozenset({'Atypical', 'Ozark'})",0.38095238095238093,0.4523809523809524,0.21428571428571427,0.5625,1.243421052631579,0.04195011337868482,1.251700680272109,0.3162393162393163
315,frozenset({'Family Guy'}),"frozenset({'Atypical', 'Ozark', 'Berlin Station'})",0.4523809523809524,0.23809523809523808,0.21428571428571427,0.47368421052631576,1.9894736842105263,0.10657596371882086,1.4476190476190474,0.9082125603864734
317,frozenset({'Berlin Station'}),"frozenset({'Atypical', 'Family Guy', 'Ozark'})",0.4523809523809524,0.30952380952380953,0.21428571428571427,0.47368421052631576,1.5303643724696354,0.07426303854875282,1.3119047619047617,0.6328502415458936
365,frozenset({'Berlin Station'}),"frozenset({'The Blacklist', 'Family Guy'})",0.4523809523809524,0.3333333333333333,0.21428571428571427,0.47368421052631576,1.4210526315789473,0.06349206349206349,1.2666666666666666,0.5410628019323671
318,"frozenset({'The Wire', 'Ozark'})",frozenset({'The Mentalist'}),0.2619047619047619,0.42857142857142855,0.21428571428571427,0.8181818181818181,1.909090909090909,0.1020408163265306,3.1428571428571415,0.6451612903225805
344,"frozenset({'Ozark', 'Deception'})",frozenset({'The Blacklist'}),0.35714285714285715,0.6428571428571429,0.21428571428571427,0.6,0.9333333333333332,-0.015306122448979637,0.8928571428571427,-0.1000000000000003
345,frozenset({'The Blacklist'}),"frozenset({'Ozark', 'Deception'})",0.6428571428571429,0.35714285714285715,0.21428571428571427,0.3333333333333333,0.9333333333333332,-0.015306122448979637,0.9642857142857141,-0.16666666666666713
346,frozenset({'Ozark'}),"frozenset({'The Blacklist', 'Deception'})",0.7380952380952381,0.2857142857142857,0.21428571428571427,0.29032258064516125,1.0161290322580645,0.003401360544217663,1.0064935064935066,0.06060606060606019
347,frozenset({'Deception'}),"frozenset({'The Blacklist', 'Ozark'})",0.47619047619047616,0.5,0.21428571428571427,0.45,0.9,-0.023809523809523808,0.9090909090909091,-0.17500000000000002
348,"frozenset({'The Blacklist', 'Family Guy'})",frozenset({'Deception'}),0.3333333333333333,0.47619047619047616,0.21428571428571427,0.6428571428571429,1.35,0.05555555555555555,1.466666666666667,0.38888888888888884
349,"frozenset({'The Blacklist', 'Deception'})",frozenset({'Family Guy'}),0.2857142857142857,0.4523809523809524,0.21428571428571427,0.75,1.6578947368421053,0.08503401360544216,2.1904761904761907,0.5555555555555555
350,"frozenset({'Family Guy', 'Deception'})",frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.21428571428571427,0.75,1.1666666666666665,0.030612244897959162,1.4285714285714284,0.19999999999999984
351,frozenset({'The Blacklist'}),"frozenset({'Family Guy', 'Deception'})",0.6428571428571429,0.2857142857142857,0.21428571428571427,0.3333333333333333,1.1666666666666667,0.030612244897959162,1.0714285714285714,0.3999999999999998
352,frozenset({'Family Guy'}),"frozenset({'The Blacklist', 'Deception'})",0.4523809523809524,0.2857142857142857,0.21428571428571427,0.47368421052631576,1.6578947368421053,0.08503401360544216,1.357142857142857,0.7246376811594201
353,frozenset({'Deception'}),"frozenset({'The Blacklist', 'Family Guy'})",0.47619047619047616,0.3333333333333333,0.21428571428571427,0.45,1.35,0.05555555555555555,1.2121212121212122,0.4949494949494949
354,"frozenset({'The Blacklist', 'Demon Slayer'})",frozenset({'Daredevil'}),0.3333333333333333,0.38095238095238093,0.21428571428571427,0.6428571428571429,1.6875000000000002,0.0873015873015873,1.7333333333333336,0.6111111111111109
355,"frozenset({'The Blacklist', 'Daredevil'})",frozenset({'Demon Slayer'}),0.23809523809523808,0.47619047619047616,0.21428571428571427,0.9,1.8900000000000001,0.10090702947845805,5.23809523809524,0.6180555555555556
356,"frozenset({'Demon Slayer', 'Daredevil'})",frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.21428571428571427,0.75,1.1666666666666665,0.030612244897959162,1.4285714285714284,0.19999999999999984
357,frozenset({'The Blacklist'}),"frozenset({'Demon Slayer', 'Daredevil'})",0.6428571428571429,0.2857142857142857,0.21428571428571427,0.3333333333333333,1.1666666666666667,0.030612244897959162,1.0714285714285714,0.3999999999999998
358,frozenset({'Demon Slayer'}),"frozenset({'The Blacklist', 'Daredevil'})",0.47619047619047616,0.23809523809523808,0.21428571428571427,0.45,1.8900000000000001,0.10090702947845805,1.385281385281385,0.898989898989899
359,frozenset({'Daredevil'}),"frozenset({'The Blacklist', 'Demon Slayer'})",0.38095238095238093,0.3333333333333333,0.21428571428571427,0.5625,1.6875,0.0873015873015873,1.523809523809524,0.658119658119658
360,"frozenset({'The Blacklist', 'Family Guy'})",frozenset({'Berlin Station'}),0.3333333333333333,0.4523809523809524,0.21428571428571427,0.6428571428571429,1.4210526315789476,0.06349206349206349,1.5333333333333337,0.44444444444444436
361,"frozenset({'The Blacklist', 'Berlin Station'})",frozenset({'Family Guy'}),0.2857142857142857,0.4523809523809524,0.21428571428571427,0.75,1.6578947368421053,0.08503401360544216,2.1904761904761907,0.5555555555555555
362,"frozenset({'Family Guy', 'Berlin Station'})",frozenset({'The Blacklist'}),0.2619047619047619,0.6428571428571429,0.21428571428571427,0.8181818181818181,1.2727272727272725,0.04591836734693874,1.9642857142857133,0.2903225806451611
363,frozenset({'The Blacklist'}),"frozenset({'Family Guy', 'Berlin Station'})",0.6428571428571429,0.2619047619047619,0.21428571428571427,0.3333333333333333,1.2727272727272725,0.04591836734693874,1.107142857142857,0.5999999999999996
364,frozenset({'Family Guy'}),"frozenset({'The Blacklist', 'Berlin Station'})",0.4523809523809524,0.2857142857142857,0.21428571428571427,0.47368421052631576,1.6578947368421053,0.08503401360544216,1.357142857142857,0.7246376811594201
343,"frozenset({'The Blacklist', 'Deception'})",frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.21428571428571427,0.75,1.0161290322580645,0.003401360544217663,1.0476190476190474,0.022222222222222063
342,"frozenset({'The Blacklist', 'Ozark'})",frozenset({'Deception'}),0.5,0.47619047619047616,0.21428571428571427,0.42857142857142855,0.9,-0.023809523809523808,0.9166666666666667,-0.18181818181818185
341,frozenset({'Demon Slayer'}),"frozenset({'The Blacklist', 'Ozark'})",0.47619047619047616,0.5,0.21428571428571427,0.45,0.9,-0.023809523809523808,0.9090909090909091,-0.17500000000000002
328,frozenset({'The Blacklist'}),"frozenset({'Mr. Robot', 'Family Guy'})",0.6428571428571429,0.2619047619047619,0.21428571428571427,0.3333333333333333,1.2727272727272725,0.04591836734693874,1.107142857142857,0.5999999999999996
319,"frozenset({'The Wire', 'The Mentalist'})",frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.21428571428571427,0.75,1.0161290322580645,0.003401360544217663,1.0476190476190474,0.022222222222222063
320,"frozenset({'Ozark', 'The Mentalist'})",frozenset({'The Wire'}),0.30952380952380953,0.35714285714285715,0.21428571428571427,0.6923076923076923,1.9384615384615385,0.10374149659863943,2.089285714285714,0.7011494252873561
321,frozenset({'The Wire'}),"frozenset({'Ozark', 'The Mentalist'})",0.35714285714285715,0.30952380952380953,0.21428571428571427,0.6,1.9384615384615382,0.10374149659863943,1.726190476190476,0.7530864197530863
322,frozenset({'Ozark'}),"frozenset({'The Wire', 'The Mentalist'})",0.7380952380952381,0.2857142857142857,0.21428571428571427,0.29032258064516125,1.0161290322580645,0.003401360544217663,1.0064935064935066,0.06060606060606019
323,frozenset({'The Mentalist'}),"frozenset({'The Wire', 'Ozark'})",0.42857142857142855,0.2619047619047619,0.21428571428571427,0.5,1.909090909090909,0.1020408163265306,1.4761904761904763,0.8333333333333334
324,"frozenset({'Mr. Robot', 'The Blacklist'})",frozenset({'Family Guy'}),0.3333333333333333,0.4523809523809524,0.21428571428571427,0.6428571428571429,1.4210526315789476,0.06349206349206349,1.5333333333333337,0.44444444444444436
325,"frozenset({'Mr. Robot', 'Family Guy'})",frozenset({'The Blacklist'}),0.2619047619047619,0.6428571428571429,0.21428571428571427,0.8181818181818181,1.2727272727272725,0.04591836734693874,1.9642857142857133,0.2903225806451611
326,"frozenset({'The Blacklist', 'Family Guy'})",frozenset({'Mr. Robot'}),0.3333333333333333,0.5,0.21428571428571427,0.6428571428571429,1.2857142857142858,0.047619047619047616,1.4000000000000001,0.33333333333333326
327,frozenset({'Mr. Robot'}),"frozenset({'The Blacklist', 'Family Guy'})",0.5,0.3333333333333333,0.21428571428571427,0.42857142857142855,1.2857142857142858,0.047619047619047616,1.166666666666667,0.4444444444444444
329,frozenset({'Family Guy'}),"frozenset({'Mr. Robot', 'The Blacklist'})",0.4523809523809524,0.3333333333333333,0.21428571428571427,0.47368421052631576,1.4210526315789473,0.06349206349206349,1.2666666666666666,0.5410628019323671
340,frozenset({'Ozark'}),"frozenset({'The Blacklist', 'Demon Slayer'})",0.7380952380952381,0.3333333333333333,0.21428571428571427,0.29032258064516125,0.8709677419354838,-0.03174603174603177,0.9393939393939394,-0.3612903225806454
330,"frozenset({'The Blacklist', 'Demon Slayer'})",frozenset({'Shadow and Bone'}),0.3333333333333333,0.47619047619047616,0.21428571428571427,0.6428571428571429,1.35,0.05555555555555555,1.466666666666667,0.38888888888888884
331,"frozenset({'The Blacklist', 'Shadow and Bone'})",frozenset({'Demon Slayer'}),0.3333333333333333,0.47619047619047616,0.21428571428571427,0.6428571428571429,1.35,0.05555555555555555,1.466666666666667,0.38888888888888884
332,"frozenset({'Demon Slayer', 'Shadow and Bone'})",frozenset({'The Blacklist'}),0.23809523809523808,0.6428571428571429,0.21428571428571427,0.9,1.4,0.06122448979591835,3.5714285714285716,0.37499999999999994
333,frozenset({'The Blacklist'}),"frozenset({'Demon Slayer', 'Shadow and Bone'})",0.6428571428571429,0.23809523809523808,0.21428571428571427,0.3333333333333333,1.4,0.06122448979591835,1.1428571428571426,0.7999999999999999
334,frozenset({'Demon Slayer'}),"frozenset({'The Blacklist', 'Shadow and Bone'})",0.47619047619047616,0.3333333333333333,0.21428571428571427,0.45,1.35,0.05555555555555555,1.2121212121212122,0.4949494949494949
335,frozenset({'Shadow and Bone'}),"frozenset({'The Blacklist', 'Demon Slayer'})",0.47619047619047616,0.3333333333333333,0.21428571428571427,0.45,1.35,0.05555555555555555,1.2121212121212122,0.4949494949494949
337,"frozenset({'The Blacklist', 'Demon Slayer'})",frozenset({'Ozark'}),0.3333333333333333,0.7380952380952381,0.21428571428571427,0.6428571428571429,0.8709677419354839,-0.03174603174603177,0.7333333333333333,-0.181818181818182
338,"frozenset({'Demon Slayer', 'Ozark'})",frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.21428571428571427,0.75,1.1666666666666665,0.030612244897959162,1.4285714285714284,0.19999999999999984
339,frozenset({'The Blacklist'}),"frozenset({'Demon Slayer', 'Ozark'})",0.6428571428571429,0.2857142857142857,0.21428571428571427,0.3333333333333333,1.1666666666666667,0.030612244897959162,1.0714285714285714,0.3999999999999998
463,frozenset({'Deception'}),frozenset({'Mr. Robot'}),0.47619047619047616,0.5,0.21428571428571427,0.45,0.9,-0.023809523809523808,0.9090909090909091,-0.17500000000000002
